D³ugoœæ;G³êbokoœæ;Wysokoœæ;;Cena katalogowa 2022;Cena katalogowa 11.2021;Ró¿nica 11.2021-12.2021;;
1000;800;2000;3098.105/2;8148;6124;33;3098;
1100;800;2000;3098.115/2;8487;6364;33;3098;
1200;800;2000;3098.125/2;8826;6605;34;3098;
1000;500;1800;3098.105/1-U;7651;5836;31;3098;
1100;500;1800;3098.115/1-U;7936;6038;31;3098;
1200;500;1800;3098.125/1-U;8221;6240;32;3098;
1000;600;1800;3098-U.106/1;8003;6086;32;3098;
1100;600;1800;3098-U.116/1;8300;6296;32;3098;
1200;600;1800;3098-U.126/1;8598;6507;32;3098;
1000;700;1800;3098-U.107/1;8356;6336;32;3098;
1100;700;1800;3098-U.117/1;8665;6555;32;3098;
1200;700;1800;3098-U.127/1;8974;6774;32;3098;
1000;800;1800;3098-U.108/1;8708;6585;32;3098;
1100;800;1800;3098-U.118/1;9029;6813;33;3098;
1200;800;1800;3098-U.128/1;9351;7041;33;3098;
1000;500;2000;3098-U.105/2;8090;6147;32;3098;
1100;500;2000;3098-U.115/2;8396;6364;32;3098;
1200;500;2000;3098-U.125/2;8702;6581;32;3098;
1000;600;2000;3098-U.106/2;8466;6414;32;3098;
1100;600;2000;3098-U.116/2;8785;6640;32;3098;
1200;600;2000;3098-U.126/2;9103;6865;33;3098;
1000;700;2000;3098-U.107/2;8843;6681;32;3098;
1100;700;2000;3098-U.117/2;9174;6915;33;3098;
1200;700;2000;3098-U.127/2;9504;7149;33;3098;
1000;800;2000;3098-U.108/2;9219;6948;33;3098;
1100;800;2000;3098-U.118/2;9562;7191;33;3098;
1200;800;2000;3098-U.128/2;9905;7434;33;3098;
400;300;350;3184.043;649;507;28;3184;
500;300;350;3184.053;687;531;29;3184;
600;300;350;3184.063;724;556;30;3184;
700;300;350;3184.073;762;580;31;3184;
800;300;350;3184.083;799;605;32;3184;
900;300;350;3184.093;837;629;33;3184;
1000;300;350;3184.103;874;653;34;3184;
1100;300;350;3184.113;912;678;35;3184;
1200;300;350;3184.123;949;702;35;3184;
1300;300;350;3184.133;987;727;36;3184;
1400;300;350;3184.143;1024;751;36;3184;
1500;300;350;3184.153;1062;776;37;3184;
1600;300;350;3184.163;1099;800;37;3184;
1700;300;350;3184.173;1137;825;38;3184;
1800;300;350;3184.183;1174;849;38;3184;
1900;300;350;3184.193;1212;873;39;3184;
2000;300;350;3184.203;1249;898;39;3184;
2100;300;350;3184.213;1377;998;38;3184;
2200;300;350;3184.223;1415;1023;38;3184;
2300;300;350;3184.233;1452;1047;39;3184;
2400;300;350;3184.243;1490;1071;39;3184;
2500;300;350;3184.253;1527;1096;39;3184;
2600;300;350;3184.263;1565;1120;40;3184;
2700;300;350;3184.273;1602;1145;40;3184;
2800;300;350;3184.283;1640;1169;40;3184;
2900;300;350;3184.293;1677;1194;40;3184;
400;400;350;3184.044;697;538;30;3184;
500;400;350;3184.054;745;569;31;3184;
600;400;350;3184.064;793;600;32;3184;
700;400;350;3184.074;841;632;33;3184;
800;400;350;3184.084;889;663;34;3184;
900;400;350;3184.094;937;694;35;3184;
1000;400;350;3184.104;985;725;36;3184;
1100;400;350;3184.114;1033;757;36;3184;
1200;400;350;3184.124;1081;788;37;3184;
1300;400;350;3184.134;1129;819;38;3184;
1400;400;350;3184.144;1177;850;38;3184;
1500;400;350;3184.154;1224;882;39;3184;
1600;400;350;3184.164;1272;913;39;3184;
1700;400;350;3184.174;1320;944;40;3184;
1800;400;350;3184.184;1368;975;40;3184;
1900;400;350;3184.194;1416;1007;41;3184;
2000;400;350;3184.204;1464;1038;41;3184;
2100;400;350;3184.214;1607;1149;40;3184;
2200;400;350;3184.224;1655;1180;40;3184;
2300;400;350;3184.234;1703;1211;41;3184;
2400;400;350;3184.244;1751;1243;41;3184;
2500;400;350;3184.254;1798;1274;41;3184;
2600;400;350;3184.264;1846;1305;41;3184;
2700;400;350;3184.274;1894;1336;42;3184;
2800;400;350;3184.284;1942;1368;42;3184;
2900;400;350;3184.294;1990;1399;42;3184;
400;300;700;3185.043;1024;788;30;3185;
500;300;700;3185.053;1099;837;31;3185;
600;300;700;3185.063;1174;886;33;3185;
700;300;700;3185.073;1249;934;34;3185;
800;300;700;3185.083;1324;983;35;3185;
900;300;700;3185.093;1399;1032;36;3185;
1000;300;700;3185.103;1474;1081;36;3185;
1100;300;700;3185.113;1549;1130;37;3185;
1200;300;700;3185.123;1624;1179;38;3185;
1300;300;700;3185.133;1699;1228;38;3185;
1400;300;700;3185.143;1774;1277;39;3185;
1500;300;700;3185.153;1849;1326;39;3185;
1600;300;700;3185.163;1924;1375;40;3185;
1700;300;700;3185.173;1999;1424;40;3185;
1800;300;700;3185.183;2074;1472;41;3185;
1900;300;700;3185.193;2149;1521;41;3185;
2000;300;700;3185.203;2224;1570;42;3185;
2100;300;700;3185.213;2412;1714;41;3185;
2200;300;700;3185.223;2487;1763;41;3185;
2300;300;700;3185.233;2562;1812;41;3185;
2400;300;700;3185.243;2637;1861;42;3185;
2500;300;700;3185.253;2712;1910;42;3185;
2600;300;700;3185.263;2787;1959;42;3185;
2700;300;700;3185.273;2862;2008;43;3185;
2800;300;700;3185.283;2937;2057;43;3185;
2900;300;700;3185.293;3012;2105;43;3185;
400;400;700;3185.044;1120;850;32;3185;
500;400;700;3185.054;1216;913;33;3185;
600;400;700;3185.064;1312;975;35;3185;
700;400;700;3185.074;1408;1038;36;3185;
800;400;700;3185.084;1504;1100;37;3185;
900;400;700;3185.094;1599;1163;38;3185;
1000;400;700;3185.104;1695;1225;38;3185;
1100;400;700;3185.114;1791;1288;39;3185;
1200;400;700;3185.124;1887;1350;40;3185;
1300;400;700;3185.134;1983;1413;40;3185;
1400;400;700;3185.144;2079;1475;41;3185;
1500;400;700;3185.154;2174;1538;41;3185;
1600;400;700;3185.164;2270;1600;42;3185;
1700;400;700;3185.174;2366;1663;42;3185;
1800;400;700;3185.184;2462;1725;43;3185;
1900;400;700;3185.194;2558;1788;43;3185;
2000;400;700;3185.204;2654;1850;43;3185;
2100;400;700;3185.214;2862;2007;43;3185;
2200;400;700;3185.224;2958;2070;43;3185;
2300;400;700;3185.234;3053;2132;43;3185;
2400;400;700;3185.244;3150;2195;43;3185;
2500;400;700;3185.254;3246;2258;44;3185;
2600;400;700;3185.264;3341;2320;44;3185;
2700;400;700;3185.274;3437;2383;44;3185;
2800;400;700;3185.284;3533;2445;44;3185;
2900;400;700;3185.294;3629;2508;45;3185;
400;300;300;3180.043;473;412;15;3180;
500;300;300;3180.053;495;429;16;3180;
600;300;300;3180.063;518;445;16;3180;
700;300;300;3180.073;540;462;17;3180;
800;300;300;3180.083;562;479;17;3180;
900;300;300;3180.093;584;495;18;3180;
1000;300;300;3180.103;607;512;19;3180;
1100;300;300;3180.113;629;528;19;3180;
1200;300;300;3180.123;651;545;20;3180;
1300;300;300;3180.133;783;658;19;3180;
1400;300;300;3180.143;805;675;19;3180;
1500;300;300;3180.153;827;691;20;3180;
1600;300;300;3180.163;850;708;20;3180;
1700;300;300;3180.173;872;725;20;3180;
1800;300;300;3180.183;894;741;21;3180;
1900;300;300;3180.193;917;758;21;3180;
2000;300;300;3180.203;939;774;21;3180;
2100;300;300;3180.213;1071;888;21;3180;
2200;300;300;3180.223;1093;904;21;3180;
2300;300;300;3180.233;1116;921;21;3180;
2400;300;300;3180.243;1138;937;21;3180;
2500;300;300;3180.253;1160;954;22;3180;
2600;300;300;3180.263;1182;971;22;3180;
2700;300;300;3180.273;1205;987;22;3180;
2800;300;300;3180.283;1227;1004;22;3180;
2900;300;300;3180.293;1249;1020;22;3180;
400;400;300;3180.044;515;443;16;3180;
500;400;300;3180.054;543;464;17;3180;
600;400;300;3180.064;571;485;18;3180;
700;400;300;3180.074;599;506;18;3180;
800;400;300;3180.084;628;527;19;3180;
900;400;300;3180.094;656;549;20;3180;
1000;400;300;3180.104;684;569;20;3180;
1100;400;300;3180.114;713;591;21;3180;
1200;400;300;3180.124;741;611;21;3180;
1300;400;300;3180.134;886;735;21;3180;
1400;400;300;3180.144;914;756;21;3180;
1500;400;300;3180.154;943;777;21;3180;
1600;400;300;3180.164;971;798;22;3180;
1700;400;300;3180.174;999;819;22;3180;
1800;400;300;3180.184;1027;840;22;3180;
1900;400;300;3180.194;1056;861;23;3180;
2000;400;300;3180.204;1084;882;23;3180;
2100;400;300;3180.214;1229;1005;22;3180;
2200;400;300;3180.224;1257;1026;22;3180;
2300;400;300;3180.234;1285;1047;23;3180;
2400;400;300;3180.244;1314;1068;23;3180;
2500;400;300;3180.254;1342;1089;23;3180;
2600;400;300;3180.264;1370;1110;23;3180;
2700;400;300;3180.274;1398;1131;24;3180;
2800;400;300;3180.284;1427;1152;24;3180;
2900;400;300;3180.294;1455;1173;24;3180;
400;300;300;3180.043-P;517;453;14;3180;
500;300;300;3180.053-P;539;470;15;3180;
600;300;300;3180.063-P;561;486;15;3180;
700;300;300;3180.073-P;583;503;16;3180;
800;300;300;3180.083-P;606;520;17;3180;
900;300;300;3180.093-P;628;536;17;3180;
1000;300;300;3180.103-P;650;553;18;3180;
1100;300;300;3180.113-P;673;569;18;3180;
1200;300;300;3180.123-P;695;586;19;3180;
1300;300;300;3180.133-P;849;720;18;3180;
1400;300;300;3180.143-P;871;736;18;3180;
1500;300;300;3180.153-P;893;753;19;3180;
1600;300;300;3180.163-P;916;769;19;3180;
1700;300;300;3180.173-P;938;786;19;3180;
1800;300;300;3180.183-P;960;803;20;3180;
1900;300;300;3180.193-P;983;819;20;3180;
2000;300;300;3180.203-P;1005;836;20;3180;
2100;300;300;3180.213-P;1158;969;19;3180;
2200;300;300;3180.223-P;1181;986;20;3180;
2300;300;300;3180.233-P;1203;1003;20;3180;
2400;300;300;3180.243-P;1225;1019;20;3180;
2500;300;300;3180.253-P;1248;1036;20;3180;
2600;300;300;3180.263-P;1270;1052;21;3180;
2700;300;300;3180.273-P;1292;1069;21;3180;
2800;300;300;3180.283-P;1314;1085;21;3180;
2900;300;300;3180.293-P;1337;1102;21;3180;
400;400;300;3180.044-P;558;484;15;3180;
500;400;300;3180.054-P;586;505;16;3180;
600;400;300;3180.064-P;615;526;17;3180;
700;400;300;3180.074-P;643;547;18;3180;
800;400;300;3180.084-P;671;568;18;3180;
900;400;300;3180.094-P;700;589;19;3180;
1000;400;300;3180.104-P;728;610;19;3180;
1100;400;300;3180.114-P;756;631;20;3180;
1200;400;300;3180.124-P;784;652;20;3180;
1300;400;300;3180.134-P;952;796;20;3180;
1400;400;300;3180.144-P;980;817;20;3180;
1500;400;300;3180.154-P;1008;838;20;3180;
1600;400;300;3180.164-P;1036;859;21;3180;
1700;400;300;3180.174-P;1065;880;21;3180;
1800;400;300;3180.184-P;1093;901;21;3180;
1900;400;300;3180.194-P;1121;922;22;3180;3180
2000;400;300;3180.204-P;1149;943;22;3180;
2100;400;300;3180.214-P;1316;1087;21;3180;
2200;400;300;3180.224-P;1345;1108;21;3180;
2300;400;300;3180.234-P;1373;1129;22;3180;
2400;400;300;3180.244-P;1401;1150;22;3180;
2500;400;300;3180.254-P;1429;1171;22;3180;
2600;400;300;3180.264-P;1458;1192;22;3180;
2700;400;300;3180.274-P;1486;1213;22;3180;
2800;400;300;3180.284-P;1514;1234;23;3180;
2900;400;300;3180.294-P;1542;1255;23;3180;
400;300;600;3181.043;794;682;16;3181;
500;300;600;3181.053;838;715;17;3181;
600;300;600;3181.063;883;748;18;3181;
700;300;600;3181.073;927;781;19;3181;
800;300;600;3181.083;972;814;19;3181;
900;300;600;3181.093;1016;847;20;3181;
1000;300;600;3181.103;1061;880;21;3181;
1100;300;600;3181.113;1105;913;21;3181;
1200;300;600;3181.123;1150;946;21;3181;
1300;300;600;3181.133;1392;1153;21;3181;
1400;300;600;3181.143;1436;1186;21;3181;
1500;300;600;3181.153;1481;1219;21;3181;
1600;300;600;3181.163;1525;1252;22;3181;
1700;300;600;3181.173;1570;1285;22;3181;
1800;300;600;3181.183;1614;1319;22;3181;
1900;300;600;3181.193;1659;1352;23;3181;
2000;300;600;3181.203;1703;1385;23;3181;
2100;300;600;3181.213;1945;1591;22;3181;
2200;300;600;3181.223;1990;1625;22;3181;
2300;300;600;3181.233;2034;1658;23;3181;
2400;300;600;3181.243;2079;1691;23;3181;
2500;300;600;3181.253;2123;1724;23;3181;
2600;300;600;3181.263;2168;1757;23;3181;
2700;300;600;3181.273;2212;1790;24;3181;
2800;300;600;3181.283;2257;1823;24;3181;
2900;300;600;3181.293;2301;1856;24;3181;
400;400;600;3181.044;877;743;18;3181;
500;400;600;3181.054;933;785;19;3181;
600;400;600;3181.064;990;827;20;3181;
700;400;600;3181.074;1046;869;20;3181;
800;400;600;3181.084;1103;911;21;3181;
900;400;600;3181.094;1159;953;22;3181;
1000;400;600;3181.104;1216;995;22;3181;
1100;400;600;3181.114;1272;1038;23;3181;
1200;400;600;3181.124;1329;1080;23;3181;
1300;400;600;3181.134;1597;1306;22;3181;
1400;400;600;3181.144;1654;1348;23;3181;
1500;400;600;3181.154;1710;1390;23;3181;
1600;400;600;3181.164;1767;1432;23;3181;
1700;400;600;3181.174;1823;1474;24;3181;
1800;400;600;3181.184;1880;1516;24;3181;
1900;400;600;3181.194;1936;1558;24;3181;
2000;400;600;3181.204;1993;1600;25;3181;
2100;400;600;3181.214;2261;1826;24;3181;
2200;400;600;3181.224;2317;1868;24;3181;
2300;400;600;3181.234;2374;1910;24;3181;
2400;400;600;3181.244;2430;1952;24;3181;
2500;400;600;3181.254;2487;1994;25;3181;
2600;400;600;3181.264;2543;2036;25;3181;
2700;400;600;3181.274;2600;2078;25;3181;
2800;400;600;3181.284;2656;2120;25;3181;
2900;400;600;3181.294;2713;2162;25;3181;
400;300;600;3181.043-P;881;763;15;3181;
500;300;600;3181.053-P;926;796;16;3181;
600;300;600;3181.063-P;970;830;17;3181;
700;300;600;3181.073-P;1015;863;18;3181;
800;300;600;3181.083-P;1059;896;18;3181;
900;300;600;3181.093-P;1104;929;19;3181;
1000;300;600;3181.103-P;1148;962;19;3181;
1100;300;600;3181.113-P;1193;995;20;3181;
1200;300;600;3181.123-P;1237;1028;20;3181;
1300;300;600;3181.133-P;1523;1276;19;3181;
1400;300;600;3181.143-P;1567;1309;20;3181;
1500;300;600;3181.153-P;1612;1342;20;3181;
1600;300;600;3181.163-P;1656;1375;20;3181;
1700;300;600;3181.173-P;1701;1408;21;3181;
1800;300;600;3181.183-P;1745;1441;21;3181;
1900;300;600;3181.193-P;1790;1474;21;3181;
2000;300;600;3181.203-P;1834;1508;22;3181;
2100;300;600;3181.213-P;2076;1714;21;3181;
2200;300;600;3181.223-P;2121;1747;21;3181;
2300;300;600;3181.233-P;2165;1780;22;3181;
2400;300;600;3181.243-P;2210;1814;22;3181;
2500;300;600;3181.253-P;2254;1847;22;3181;
2600;300;600;3181.263-P;2299;1880;22;3181;
2700;300;600;3181.273-P;2343;1913;23;3181;
2800;300;600;3181.283-P;2388;1946;23;3181;
2900;300;600;3181.293-P;2432;1979;23;3181;
400;400;600;3181.044-P;964;825;17;3181;
500;400;600;3181.054-P;1021;867;18;3181;
600;400;600;3181.064-P;1077;909;18;3181;
700;400;600;3181.074-P;1134;951;19;3181;
800;400;600;3181.084-P;1190;993;20;3181;
900;400;600;3181.094-P;1247;1035;20;3181;
1000;400;600;3181.104-P;1303;1077;21;3181;
1100;400;600;3181.114-P;1360;1119;21;3181;
1200;400;600;3181.124-P;1416;1161;22;3181;
1300;400;600;3181.134-P;1728;1429;21;3181;
1400;400;600;3181.144-P;1785;1471;21;3181;
1500;400;600;3181.154-P;1841;1513;22;3181;
1600;400;600;3181.164-P;1898;1555;22;3181;
1700;400;600;3181.174-P;1954;1597;22;3181;
1800;400;600;3181.184-P;2011;1639;23;3181;
1900;400;600;3181.194-P;2067;1681;23;3181;
2000;400;600;3181.204-P;2124;1723;23;3181;
2100;400;600;3181.214-P;2392;1949;23;3181;
2200;400;600;3181.224-P;2448;1991;23;3181;
2300;400;600;3181.234-P;2505;2033;23;3181;
2400;400;600;3181.244-P;2561;2075;23;3181;
2500;400;600;3181.254-P;2618;2117;24;3181;
2600;400;600;3181.264-P;2674;2159;24;3181;
2700;400;600;3181.274-P;2731;2201;24;3181;
2800;400;600;3181.284-P;2787;2243;24;3181;
2900;400;600;3181.294-P;2844;2285;24;3181;
400;300;900;3182.043;1142;982;16;3182;
500;300;900;3182.053;1208;1032;17;3182;
600;300;900;3182.063;1275;1081;18;3182;
700;300;900;3182.073;1342;1131;19;3182;
800;300;900;3182.083;1409;1181;19;3182;
900;300;900;3182.093;1476;1230;20;3182;
1000;300;900;3182.103;1543;1280;21;3182;
1100;300;900;3182.113;1610;1330;21;3182;
1200;300;900;3182.123;1676;1379;22;3182;
1300;300;900;3182.133;2042;1695;20;3182;
1400;300;900;3182.143;2109;1744;21;3182;
1500;300;900;3182.153;2175;1794;21;3182;
1600;300;900;3182.163;2242;1844;22;3182;
1700;300;900;3182.173;2309;1894;22;3182;
1800;300;900;3182.183;2376;1943;22;3182;
1900;300;900;3182.193;2443;1993;23;3182;
2000;300;900;3182.203;2509;2042;23;3182;
2100;300;900;3182.213;2875;2358;22;3182;
2200;300;900;3182.223;2942;2407;22;3182;
2300;300;900;3182.233;3009;2457;22;3182;
2400;300;900;3182.243;3076;2507;23;3182;
2500;300;900;3182.253;3143;2557;23;3182;
2600;300;900;3182.263;3209;2606;23;3182;
2700;300;900;3182.273;3276;2656;23;3182;
2800;300;900;3182.283;3343;2705;24;3182;
2900;300;900;3182.293;3410;2755;24;3182;
400;400;900;3182.044;1266;1075;18;3182;
500;400;900;3182.054;1351;1138;19;3182;
600;400;900;3182.064;1436;1201;20;3182;
700;400;900;3182.074;1521;1264;20;3182;
800;400;900;3182.084;1606;1327;21;3182;
900;400;900;3182.094;1691;1390;22;3182;
1000;400;900;3182.104;1775;1453;22;3182;
1100;400;900;3182.114;1860;1516;23;3182;
1200;400;900;3182.124;1945;1579;23;3182;
1300;400;900;3182.134;2350;1924;22;3182;
1400;400;900;3182.144;2435;1987;23;3182;
1500;400;900;3182.154;2519;2050;23;3182;
1600;400;900;3182.164;2604;2113;23;3182;
1700;400;900;3182.174;2689;2176;24;3182;
1800;400;900;3182.184;2774;2239;24;3182;
1900;400;900;3182.194;2859;2302;24;3182;
2000;400;900;3182.204;2943;2365;24;3182;
2100;400;900;3182.214;3349;2710;24;3182;
2200;400;900;3182.224;3434;2773;24;3182;
2300;400;900;3182.234;3518;2836;24;3182;
2400;400;900;3182.244;3603;2899;24;3182;
2500;400;900;3182.254;3688;2962;25;3182;
2600;400;900;3182.264;3773;3025;25;3182;
2700;400;900;3182.274;3858;3089;25;3182;
2800;400;900;3182.284;3942;3151;25;3182;
2900;400;900;3182.294;4027;3215;25;3182;
400;300;900;3182.043-P;1273;1076;18;3182;
500;300;900;3182.053-P;1340;1124;19;3182;
600;300;900;3182.063-P;1407;1173;20;3182;
700;300;900;3182.073-P;1473;1221;21;3182;
800;300;900;3182.083-P;1540;1269;21;3182;
900;300;900;3182.093-P;1607;1318;22;3182;
1000;300;900;3182.103-P;1674;1366;22;3182;
1100;300;900;3182.113-P;1741;1415;23;3182;
1200;300;900;3182.123-P;1807;1463;24;3182;
1300;300;900;3182.133-P;2217;1810;22;3182;
1400;300;900;3182.143-P;2284;1858;23;3182;
1500;300;900;3182.153-P;2350;1907;23;3182;
1600;300;900;3182.163-P;2417;1955;24;3182;
1700;300;900;3182.173-P;2484;2004;24;3182;
1800;300;900;3182.183-P;2551;2052;24;3182;
1900;300;900;3182.193-P;2618;2100;25;3182;
2000;300;900;3182.203-P;2684;2149;25;3182;
2100;300;900;3182.213-P;3050;2456;24;3182;
2200;300;900;3182.223-P;3117;2504;24;3182;
2300;300;900;3182.233-P;3184;2553;25;3182;
2400;300;900;3182.243-P;3251;2601;25;3182;
2500;300;900;3182.253-P;3318;2649;25;3182;
2600;300;900;3182.263-P;3384;2698;25;3182;
2700;300;900;3182.273-P;3451;2746;26;3182;
2800;300;900;3182.283-P;3518;2794;26;3182;
2900;300;900;3182.293-P;3585;2843;26;3182;
400;400;900;3182.044-P;1398;1166;20;3182;
500;400;900;3182.054-P;1482;1227;21;3182;
600;400;900;3182.064-P;1567;1289;22;3182;
700;400;900;3182.074-P;1652;1350;22;3182;
800;400;900;3182.084-P;1737;1412;23;3182;
900;400;900;3182.094-P;1822;1473;24;3182;
1000;400;900;3182.104-P;1906;1535;24;3182;
1100;400;900;3182.114-P;1991;1596;25;3182;
1200;400;900;3182.124-P;2076;1657;25;3182;
1300;400;900;3182.134-P;2525;2033;24;3182;
1400;400;900;3182.144-P;2610;2095;25;3182;
1500;400;900;3182.154-P;2694;2156;25;3182;
1600;400;900;3182.164-P;2779;2217;25;3182;
1700;400;900;3182.174-P;2864;2279;26;3182;
1800;400;900;3182.184-P;2949;2340;26;3182;
1900;400;900;3182.194-P;3034;2402;26;3182;
2000;400;900;3182.204-P;3118;2463;27;3182;
2100;400;900;3182.214-P;3524;2799;26;3182;
2200;400;900;3182.224-P;3609;2860;26;3182;
2300;400;900;3182.234-P;3693;2921;26;3182;
2400;400;900;3182.244-P;3778;2983;27;3182;
2500;400;900;3182.254-P;3863;3044;27;3182;
2600;400;900;3182.264-P;3948;3106;27;3182;
2700;400;900;3182.274-P;4033;3167;27;3182;
2800;400;900;3182.284-P;4117;3229;28;3182;
2900;400;900;3182.294-P;4202;3290;28;3182;
385;220;300;3188.032;498;443;12;3188;
710;220;300;3188.062;595;533;12;3188;
1035;220;300;3188.102;692;623;11;3188;
385;300;300;3188.033;520;461;13;3188;
710;300;300;3188.063;621;555;12;3188;
1035;300;300;3188.103;722;648;11;3188;
400;350;600;3810.043;1326;1053;26;3810;
500;350;600;3810.053;1436;1131;27;3810;
600;350;600;3810.063;1546;1209;28;3810;
700;350;600;3810.073;1656;1286;29;3810;
800;350;600;3810.083;1766;1365;29;3810;
900;350;600;3810.093;1876;1442;30;3810;
1000;350;600;3810.103;1986;1520;31;3810;
1100;350;600;3810.113;2096;1598;31;3810;
1200;350;600;3810.123;2206;1676;32;3810;
1300;350;600;3810.133;2316;1754;32;3810;
1400;350;600;3810.143;2426;1832;32;3810;
1500;350;600;3810.153;2535;1910;33;3810;
1600;350;600;3810.163;2721;2041;33;3810;
1700;350;600;3810.173;2929;2209;33;3810;
1800;350;600;3810.183;3043;2290;33;3810;
1900;350;600;3810.193;3153;2368;33;3810;
2000;350;600;3810.203;3263;2445;33;3810;
400;400;600;3810.044;1384;1094;27;3810;
500;400;600;3810.054;1501;1177;28;3810;
600;400;600;3810.064;1619;1260;28;3810;
700;400;600;3810.074;1737;1344;29;3810;
800;400;600;3810.084;1854;1427;30;3810;
900;400;600;3810.094;1974;1512;31;3810;
1000;400;600;3810.104;2089;1593;31;3810;
1100;400;600;3810.114;2207;1677;32;3810;
1200;400;600;3810.124;2325;1760;32;3810;
1300;400;600;3810.134;2442;1844;32;3810;
1400;400;600;3810.144;2560;1927;33;3810;
1500;400;600;3810.154;2677;2010;33;3810;
1600;400;600;3810.164;2871;2148;34;3810;
1700;400;600;3810.174;3091;2324;33;3810;
1800;400;600;3810.184;3209;2407;33;3810;
1900;400;600;3810.194;3326;2490;34;3810;
2000;400;600;3810.204;3444;2574;34;3810;
800;350;600;3811.083;2404;1948;23;3811;
900;350;600;3811.093;2563;2067;24;3811;
1000;350;600;3811.103;2723;2185;25;3811;
1100;350;600;3811.113;2883;2304;25;3811;
1200;350;600;3811.123;3043;2423;26;3811;
1300;350;600;3811.133;3202;2541;26;3811;
1400;350;600;3811.143;3362;2660;26;3811;
1500;350;600;3811.153;3522;2779;27;3811;
1600;350;600;3811.163;3730;2933;27;3811;
1700;350;600;3811.173;3992;3149;27;3811;
1800;350;600;3811.183;4152;3268;27;3811;
1900;350;600;3811.193;4311;3386;27;3811;
2000;350;600;3811.203;4471;3505;28;3811;
800;400;600;3811.084;2492;2014;24;3811;
900;400;600;3811.094;2659;2138;24;3811;
1000;400;600;3811.104;2826;2262;25;3811;
1100;400;600;3811.114;2994;2387;25;3811;
1200;400;600;3811.124;3161;2511;26;3811;
1300;400;600;3811.134;3329;2635;26;3811;
1400;400;600;3811.144;3496;2760;27;3811;
1500;400;600;3811.154;3664;2884;27;3811;
1600;400;600;3811.164;3880;3045;27;3811;
1700;400;600;3811.174;4150;3266;27;3811;
1800;400;600;3811.184;4317;3390;27;3811;
1900;400;600;3811.194;4484;3515;28;3811;
2000;400;600;3811.204;4652;3639;28;3811;
400;350;600;3815.043;1576;1312;20;3815;
500;350;600;3815.053;1724;1422;21;3815;
600;350;600;3815.063;1873;1533;22;3815;
700;350;600;3816.073;2200;1815;21;3816;
800;350;600;3816.083;2348;1926;22;3816;
900;350;600;3816.093;2492;2032;23;3816;
1000;350;600;3816.103;2641;2143;23;3816;
1100;350;600;3816.113;2789;2253;24;3816;
1200;350;600;3816.123;2938;2363;24;3816;
1300;350;600;3816.136;3086;2474;25;3816;
1400;350;600;3817.143;3471;2799;24;3817;
1500;350;600;3817.153;3619;2909;24;3817;
1600;350;600;3817.163;3768;3020;25;3817;
1700;350;600;3817.173;3917;3130;25;3817;
1800;350;600;3817.183;4065;3240;25;3817;
1900;350;600;3819.193;4425;3552;25;3819;
2000;350;600;3819.203;4573;3663;25;3819;
2100;350;600;3819.213;4722;3773;25;3819;
2200;350;600;3819.223;4870;3883;25;3819;
2300;350;600;3819.233;5019;3994;26;3819;
2400;350;600;3819.243;5167;4104;26;3819;
400;400;600;3815.044;1633;1355;21;3815;
500;400;600;3815.054;1787;1469;22;3815;
600;400;600;3815.064;1945;1586;23;3815;
700;400;600;3816.074;2277;1872;22;3816;
800;400;600;3816.084;2435;1990;22;3816;
900;400;600;3816.094;2588;2104;23;3816;
1000;400;600;3816.104;2746;2221;24;3816;
1100;400;600;3816.114;2900;2335;24;3816;
1200;400;600;3816.124;3058;2452;25;3816;
1300;400;600;3816.134;3211;2566;25;3816;
1400;400;600;3817.144;3605;2899;24;3817;
1500;400;600;3817.154;3763;3016;25;3817;
1600;400;600;3817.164;3917;3130;25;3817;
1700;400;600;3817.174;4075;3247;25;3817;
1800;400;600;3817.184;4228;3361;26;3817;
1900;400;600;3818.194;4597;3680;25;3818;
2000;400;600;3818.204;4755;3798;25;3818;
2100;400;600;3818.214;4909;3912;25;3818;
2200;400;600;3818.224;5067;4029;26;3818;
2300;400;600;3818.234;5220;4143;26;3818;
2400;400;600;3818.244;5378;4260;26;3818;
400;600;850;3080.046/1;2800;2311;21;3080;
500;600;850;3080.056/1;2995;2455;22;3080;
600;600;850;3080.066/1;3190;2600;23;3080;
400;700;850;3080.047/1;2911;2393;22;3080;
500;700;850;3080.057/1;3113;2543;22;3080;
600;700;850;3080.067/1;3316;2694;23;3080;
400;800;850;3080.048/1;3044;2492;22;3080;
500;800;850;3080.058/1;3261;2652;23;3080;
400;600;850;3084.046;3109;2815;10;3084;
500;600;850;3084.056;3335;2941;13;3084;
600;600;850;3084.066;3575;3070;16;3084;
400;700;850;3084.047;3193;2963;8;3084;
500;700;850;3084.057;3442;3071;12;3084;
600;700;850;3084.067;3691;3203;15;3084;
400;800;850;3084.048;3316;3124;6;3084;
500;800;850;3084.058;3580;3229;11;3084;
600;800;850;3084.068;3843;3372;14;3084;
400;300;230;3180.043-K;519;462;12;3180;
500;300;230;3180.053-K;542;479;13;3180;
600;300;230;3180.063-K;567;498;14;3180;
700;300;230;3180.073-K;591;515;15;3180;
800;300;230;3180.083-K;615;534;15;3180;
900;300;230;3180.093-K;639;551;16;3180;
1000;300;230;3180.103-K;663;570;16;3180;
1100;300;230;3180.113-K;687;587;17;3180;
1200;300;230;3180.123-K;712;606;17;3180;
